Código do domicilio,Ano de referência,Total de moradores,Código do entrevistador,Código do Núcleo PM,Condição no domicílio,Cônjuge de sexo diferente,Cônjuge do mesmo sexo,Total de filhos ou enteados,Cônjuge no domicílio,Filhos ou enteados no domicílio,Arranjo familiar,Sexo do responsável,Total de homens no domicíio,Total de mulheres no domicílio,Idade do responsável,Cor ou Raça do responsável,Relação do responsável com a APM,Total de alunos Passos Mágicos,Total de bolsistas,Total bolsistas Decisão,Total bolsistas João Paulo II,Total bolsistas Einstein,Total bosistas FIAP,Total bolsistas UNISA,Total bolsistas Estácio,Total bolsistas Outros,Total de inativos Passos Mágicos,Total PIT,Total PO,Total PD,Total trabalhadores infantis,Total FFT,Total FT,Total desempregados de longo prazo,Total trabalhadores formais,Total trabalhadores informais,Privação trabalho formal,Valor total rendas do trabalho,Total indivíduos BPC/LOAS,Valor total BPC/LOAS,Total indivíduos Bolsa Família,Valor total Bolsa Família,Total indivíduos Outros Programas,Valor total Outros Programas,Total indivíduos Aposentadoria,Valor total Aposentadoria,Total indivíduos Seguro desemprego,Valor total Seguro desemprego,Total indivíduos Pensão ou mesada,Valor total Pensão ou mesada,Total indivíduos Aluguel,Valor total Aluguel,Valor total Rendas Programas Sociais,Valor total Outras Rendas,Valor Renda total do domicílio,Origem da renda,Renda per capita,Renda per capita em faixas,Renda total em faixas,Linhas pobreza,Tipo do domicílio,Material predominante do piso,Quantos cômodos?,Quantos dormitórios?,Disponibilidade de água encanada,Quantos banheiros exclusivos?,Quantos banheiros compartilhados?,Forma de escoamento do esgoto?,Origem da energia elétrica?,Combustível usado para cozinhar?,Caracterize a propriedade do domicílio,Quantos moradores possuem telefone celular?,Possui telefone fixo?,Tem geladeira ou freezer?,Tem televisor?,Tem computador?,Tem acesso à internet?,Tem internet via celular?,Tem automóvel?
2020I1016,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,47,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,2,2,não,7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7839,renda do trabalho,1959.75,"R$ 1.952,01 a R$ 2.231,00","R$ 7.316,00 a R$ 10.450,00 [10SM]",acima SP,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,4,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020I1017,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,41,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,2,0,2,0,não,7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181,renda do trabalho,1795.25,"R$ 1.673,01 a R$ 1.952,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",SP,Casa,"Cerâmica, lajota ou pedra",8,3,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1018,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,2,43,Amarela,Pai ou mãe de aluno(a) ativo (atualmente cursando),3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,privação de trabalho formal,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180,renda do trabalho,836.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",7,3,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1019,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,1,31,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,3,0,não,1568,0,0,0,0,0,0,0,0,0,0,1,1200,0,0,0,1200,2768,trabaho e outras rendas,692.0,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Não,Sim
2020I1020,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,3,43,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0,0,2,privação de trabalho formal,2090,0,0,0,0,0,0,0,0,1,1045,0,0,0,0,1045,0,3135,trabalho e programas sociais,627.0,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,5,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020I1021,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,1,33,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2,privação de trabalho formal,1567,0,0,1,171,0,0,0,0,0,0,0,0,0,0,171,0,1738,trabalho e programas sociais,434.5,"R$ 278,01 a R$ 557,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020I1022,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,4,1,35,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,1,0,0,2,1,0,1,0,não,1045,0,0,1,219,0,0,0,0,0,0,0,0,0,0,219,0,1264,trabalho e programas sociais,252.8,"R$ 0,00 a R$ 278,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,2,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Não
2020I1023,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Mulher,3,1,44,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,1,2,não,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,renda do trabalho,914.5,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020I1036,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,2,Sem Cônjuge,Com filhos,Monoparental,Mulher,0,3,46,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,2,2,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,privação de trabalho formal,0,0,0,0,0,0,0,0,0,0,0,1,555,0,0,0,555,555,outras rendas,185.0,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020I1037,2020,7,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,3,Sem Cônjuge,Com filhos,Monoparental,Mulher,4,3,34,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2,privação de trabalho formal,2613,0,0,0,0,0,0,1,1200,0,0,1,1100,0,0,1200,1100,4913,trabalho e programas sociais e outras rendas,701.8571428571429,"R$ 557,01 a R$ 836,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,7,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020I1039,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,39,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,não,3658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,renda do trabalho,1219.3333333333333,"R$ 1.115,01 a R$ 1.394,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1040,2020,6,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,4,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,4,46,Branca,Sem relação,4,3,2,0,0,0,1,0,0,0,5,0,0,0,5,0,0,0,1,privação de trabalho formal,2613,0,0,0,0,0,0,0,0,0,0,1,900,0,0,0,900,3513,trabaho e outras rendas,585.5,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,5,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1043,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,50,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,privação de trabalho formal,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090,renda do trabalho,696.6666666666666,"R$ 557,01 a R$ 836,00","R$ 1.569,00 a R$ 2.090,00 [2 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
2020I1044,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,4,1,41,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),2,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,1,1,não,3135,0,0,1,220,0,0,0,0,0,0,0,0,0,0,220,0,3355,trabalho e programas sociais,671.0,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Não,Sim
2020I1045,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,45,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,871.0,"R$ 836,01 a R$ 1.115,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1046,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,40,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,renda do trabalho,522.6666666666666,"R$ 278,01 a R$ 557,00","R$ 1.046,00 a R$ 1.568,00 [1,5 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1047,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,2,33,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,privação de trabalho formal,5226,0,0,0,0,0,0,0,0,0,0,1,400,0,0,0,400,5626,trabaho e outras rendas,1406.5,"R$ 1.394,01 a R$ 1.673,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",SP,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
2020I1048,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,52,Branca,Responsável por aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,1045.3333333333333,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",6,3,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Alugado,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020I1049,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,61,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,privação de trabalho formal,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,1045.3333333333333,"R$ 836,01 a R$ 1.115,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,Cimento,2,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Sim
2020I1050,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,3,1,40,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,não,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,renda do trabalho,1045.25,"R$ 836,01 a R$ 1.115,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1051,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,49,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,não,4181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,renda do trabalho,1393.6666666666667,"R$ 1.115,01 a R$ 1.394,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",SP,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1052,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,4,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,4,36,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,privação de trabalho formal,0,0,0,1,254,0,0,0,0,0,0,1,500,0,0,254,500,754,programas sociais e outras rendas,150.8,"R$ 0,00 a R$ 278,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",pobreza,Casa,Cimento,2,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,2,Sim,Sim,"Sim, somente de tubo",Não,Não,Sim,Não
2020I1053,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,2,1,37,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,privação de trabalho formal,4180,0,0,0,0,0,0,0,0,0,0,1,390,0,0,0,390,4570,trabaho e outras rendas,1523.3333333333333,"R$ 1.394,01 a R$ 1.673,00","R$ 4.181,00 a R$ 5.225,00 [5 SM]",SP,Casa,Cimento,3,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido de outra forma,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Não
2020I1054,2020,2,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,1,Sem Cônjuge,Com filhos,Monoparental,Mulher,0,2,38,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,1306.5,"R$ 1.115,01 a R$ 1.394,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,1,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1055,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,2,Sem Cônjuge,Com filhos,Monoparental,Mulher,1,2,50,Branca,Responsável por aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,1,não,5226,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,300,5526,trabaho e outras rendas,1842.0,"R$ 1.673,01 a R$ 1.952,00","R$ 5.226,00 a R$ 7.315,00 [7 SM]",SP,Casa,"Cerâmica, lajota ou pedra",3,1,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Sim,Sim,Não
2020I1058,2020,4,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,2,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,1,36,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,653.25,"R$ 557,01 a R$ 836,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada em pelo menos um cômodo,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - ainda pagando,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1060,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,1,2,42,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,0,0,1,0,0,0,0,0,3,0,1,0,2,1,0,1,0,não,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,renda do trabalho,348.3333333333333,"R$ 278,01 a R$ 557,00","R$ 526,00 [0,5 SM] a R$ 1.045,00 [1 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",2,1,Canalizada só na propriedade ou terreno,1,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Não,Sim,Sim
2020I1061,2020,6,Márcio,Centro,Pessoa responsável pelo domicílio,0,0,2,Sem Cônjuge,Com filhos,Monoparental,Mulher,3,3,30,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,não,2613,0,0,0,0,0,0,1,1400,0,0,0,0,0,0,1400,0,4013,trabalho e programas sociais,668.8333333333334,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Cedido por familiar,4,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1062,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,2,1,34,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,não,2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2613,renda do trabalho,871.0,"R$ 836,01 a R$ 1.115,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",4,2,Canalizada em pelo menos um cômodo,1,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1063,2020,5,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,3,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Homem,3,2,41,Parda,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,não,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,renda do trabalho,627.2,"R$ 557,01 a R$ 836,00","R$ 3.136,00 a R$ 4.180,00 [4 SM]",PSE2020,Casa,"Cerâmica, lajota ou pedra",5,3,Canalizada em pelo menos um cômodo,2,0,"Rede geral, rede pluvial ou fossa ligada à rede",Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,5,Sim,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Sim,Sim,Sim,Sim
2020I1064,2020,3,Márcio,Centro,Pessoa responsável pelo domicílio,1,0,1,Com Cônjuge,Com filhos,União ou casamento sexo diferente,Mulher,1,2,43,Branca,Pai ou mãe de aluno(a) ativo (atualmente cursando),1,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,privação de trabalho formal,1568,0,0,0,0,0,0,1,1100,0,0,0,0,0,0,1100,0,2668,trabalho e programas sociais,889.3333333333334,"R$ 836,01 a R$ 1.115,00","R$ 2.091,00 a R$ 3.135,00 [3 SM]",EG,Casa,"Cerâmica, lajota ou pedra",5,2,Canalizada só na propriedade ou terreno,2,0,Fossa não ligada à rede,Utiliza ao menos uma fonte de energia elétrica,Gás de botijão,Próprio de algum morador - já pago,3,Não,Sim,"Sim, somente de tela fina (LED, LCD ou plasma)",Não,Não,Sim,Sim
